,CCN,S_005_01_DTC_RS_RATE _97_5,S_004_01_PPR_PD_OBS_READM,S_004_01_PPR_PD_RSRR_97_5,S_004_01_PPR_PD_RSRR_2_5,S_013_01_DENOMINATOR,S_002_01_NUMERATOR,S_013_01_NUMERATOR,S_005_01_DTC_OBS_RATE,S_005_01_DTC_RS_RATE_2_5,S_005_01_DTC_NUMBER,S_001_01_DENOMINATOR,S_002_01_ADJ_RATE,S_002_01_OBS_RATE,S_004_01_PPR_PD_VOLUME,S_005_01_DTC_VOLUME,S_013_01_OBS_RATE,S_001_01_OBS_RATE,S_002_01_DENOMINATOR,S_001_01_NUMERATOR,S_004_01_PPR_PD_RSRR,S_004_01_PPR_PD_OBS,S_006_01_MSPB_NUMB,S_006_01_MSPB_SCORE,S_004_01_PPR_PD_COMP_PERF,S_005_01_DTC_RS_RATE,S_005_01_DTC_COMP_PERF
4252,345445,41.77,Not Available,Not Available,Not Available,59,0,2,40.63,41.27,26,59,0,0,Not Available,64,3.4,93.2,59,55,Not Available,Not Available,58,0.85,Not Available,41.53,Worse than the National Rate
4253,345446,62.07,Not Available,Not Available,Not Available,164,2,3,55.07,61.23,76,164,1.2,1.2,Not Available,138,1.8,100,164,164,Not Available,Not Available,127,1,Not Available,61.65,Better than the National Rate
4254,345447,41.82,Not Available,Not Available,Not Available,99,1,0,32.94,41.29,28,99,1.2,1,Not Available,85,0,100,99,99,Not Available,Not Available,75,0.96,Not Available,41.56,Worse than the National Rate
4255,345448,53.86,Not Available,Not Available,Not Available,45,0,0,37.14,52.92,13,45,0,0,Not Available,35,0,97.8,45,44,Not Available,Not Available,41,1.05,Not Available,53.39,Better than the National Rate
4256,345449,46.56,Not Available,Not Available,Not Available,49,1,0,36,45.94,18,49,2.2,2,Not Available,50,0,100,49,49,Not Available,Not Available,45,0.98,Not Available,46.24,Worse than the National Rate
4257,345450,43.33,Not Available,Not Available,Not Available,49,2,0,34.62,42.76,9,49,4.2,4.1,Not Available,26,0,100,49,49,Not Available,Not Available,25,1.01,Not Available,43.04,Worse than the National Rate
4258,345457,49.77,Not Available,Not Available,Not Available,287,3,0,42.42,49.09,98,287,1,1,Not Available,231,0,100,287,287,Not Available,Not Available,217,1.06,Not Available,49.43,Better than the National Rate
4259,345458,60.92,Not Available,Not Available,Not Available,208,3,2,50.84,60.07,91,208,1.3,1.4,Not Available,179,1,83.7,208,174,Not Available,Not Available,181,1.04,Not Available,60.5,Better than the National Rate
4260,345459,Not Available,Not Available,Not Available,Not Available,26,0,0,Not Available,Not Available,Not Available,26,0,0,Not Available,21,0,100,26,26,Not Available,Not Available,24,0.8,Not Available,Not Available,Not Available
4261,345460,60.5,Not Available,Not Available,Not Available,149,2,2,44.64,59.65,50,149,1.3,1.3,Not Available,112,1.3,100,149,149,Not Available,Not Available,88,1.05,Not Available,60.08,Better than the National Rate
4262,345462,45.28,Not Available,Not Available,Not Available,168,1,2,38.74,44.73,43,168,0.7,0.6,Not Available,111,1.2,100,168,168,Not Available,Not Available,96,1.02,Not Available,45.01,Worse than the National Rate
4263,345463,63.77,Not Available,Not Available,Not Available,212,1,2,61.58,62.97,109,212,0.6,0.5,Not Available,177,0.9,98.1,212,208,Not Available,Not Available,149,0.99,Not Available,63.39,Better than the National Rate
4264,105461,36.87,Not Available,Not Available,Not Available,227,2,1,27.5,36.45,33,227,1,0.9,Not Available,120,0.4,100,227,227,Not Available,Not Available,111,1.2,Not Available,36.66,Worse than the National Rate
4265,105462,34,Not Available,Not Available,Not Available,116,2,1,23.88,33.59,16,116,1.6,1.7,Not Available,67,0.9,99.1,116,115,Not Available,Not Available,59,1.45,Not Available,33.78,Worse than the National Rate
4266,105463,62.46,Not Available,Not Available,Not Available,208,3,1,56,61.64,84,208,1.5,1.4,Not Available,150,0.5,99,208,206,Not Available,Not Available,137,1.2,Not Available,62.05,Better than the National Rate
4267,105464,37.99,Not Available,Not Available,Not Available,92,5,1,26.67,37.3,12,92,4.8,5.4,Not Available,45,1.1,96.7,92,89,Not Available,Not Available,41,1.17,Not Available,37.63,Worse than the National Rate
4268,105465,43.04,Not Available,Not Available,Not Available,209,2,2,34.15,42.47,28,209,1,1,Not Available,82,1,93.8,208,196,Not Available,Not Available,109,1.23,Not Available,42.77,Worse than the National Rate
4269,105466,57.08,Not Available,Not Available,Not Available,307,3,0,51.66,56.35,109,307,0.9,1,Not Available,211,0,99,307,304,Not Available,Not Available,197,1.04,Not Available,56.72,Better than the National Rate
4270,105467,51.31,Not Available,Not Available,Not Available,178,4,0,41.82,50.67,46,179,2.3,2.2,Not Available,110,0,100,179,179,Not Available,Not Available,100,1.29,Not Available,51,Better than the National Rate
4271,105468,52.72,Not Available,Not Available,Not Available,74,1,0,50,52.03,20,74,1.4,1.4,Not Available,40,0,95.9,74,71,Not Available,Not Available,35,0.93,Not Available,52.39,Better than the National Rate
4272,105469,18,Not Available,Not Available,Not Available,220,0,1,5.22,17.45,7,222,0,0,Not Available,134,0.5,97.7,208,217,Not Available,Not Available,135,1.27,Not Available,17.72,Worse than the National Rate
4273,105470,63.59,Not Available,Not Available,Not Available,281,7,4,59.72,62.7,129,281,2.8,2.5,Not Available,216,1.4,98.9,281,278,Not Available,Not Available,208,0.9,Not Available,63.16,Better than the National Rate
4274,105471,36.22,Not Available,Not Available,Not Available,105,4,0,21.74,35.7,10,105,3.5,3.8,Not Available,46,0,99,105,104,Not Available,Not Available,44,0.92,Not Available,35.95,Worse than the National Rate
4275,105472,10.78,Not Available,Not Available,Not Available,85,0,0,1.45,10.35,1,85,0,0,Not Available,69,0,96.5,85,82,Not Available,Not Available,64,1.24,Not Available,10.57,Worse than the National Rate
4276,105473,25.05,Not Available,Not Available,Not Available,91,2,1,13.21,24.65,7,91,2,2.2,Not Available,53,1.1,98.9,91,90,Not Available,Not Available,57,1.02,Not Available,24.85,Worse than the National Rate
4277,105474,37.22,Not Available,Not Available,Not Available,263,0,5,29.41,36.78,55,263,0,0,Not Available,187,1.9,100,263,263,Not Available,Not Available,162,1.2,Not Available,36.99,Worse than the National Rate
4278,105475,75.39,Not Available,Not Available,Not Available,508,7,4,65.81,74.37,256,508,1.2,1.4,Not Available,389,0.8,98.6,508,501,Not Available,Not Available,352,1.1,Not Available,74.89,Better than the National Rate
4279,105476,63.2,Not Available,Not Available,Not Available,957,12,2,60.06,62.35,436,957,1.3,1.3,Not Available,726,0.2,97.5,956,933,Not Available,Not Available,633,1.09,Not Available,62.78,Better than the National Rate
4280,105477,29.51,Not Available,Not Available,Not Available,124,1,0,13.11,29.05,8,124,0.7,0.8,Not Available,61,0,98.4,124,122,Not Available,Not Available,62,1.29,Not Available,29.27,Worse than the National Rate
4281,105478,28.48,Not Available,Not Available,Not Available,295,2,10,15.54,27.54,30,295,1.2,0.7,Not Available,193,3.4,100,295,295,Not Available,Not Available,187,0.98,Not Available,27.99,Worse than the National Rate
4282,345464,58.4,Not Available,Not Available,Not Available,180,8,2,50,57.64,60,180,5,4.4,Not Available,120,1.1,100,180,180,Not Available,Not Available,114,1.17,Not Available,58,Better than the National Rate
4283,345465,54.4,Not Available,Not Available,Not Available,250,0,0,53.94,53.7,130,250,0,0,Not Available,241,0,100,250,250,Not Available,Not Available,230,0.77,Not Available,54.05,Better than the National Rate
4284,345466,48.44,Not Available,Not Available,Not Available,59,1,1,42.11,47.86,16,59,1.8,1.7,Not Available,38,1.7,98.3,59,58,Not Available,Not Available,45,1.3,Not Available,48.14,Worse than the National Rate
4285,345467,59.16,Not Available,Not Available,Not Available,5,Not Available,Not Available,92.96,58.27,66,5,Not Available,Not Available,Not Available,71,Not Available,Not Available,5,Not Available,Not Available,Not Available,76,0.43,Not Available,58.72,Better than the National Rate
4286,345468,62.92,Not Available,Not Available,Not Available,191,9,4,57.34,62.06,82,191,4.5,4.7,Not Available,143,2.1,97.9,191,187,Not Available,Not Available,142,0.85,Not Available,62.5,Better than the National Rate
4287,345471,43.16,Not Available,Not Available,Not Available,166,0,0,33.04,42.58,37,166,0,0,Not Available,112,0,100,164,166,Not Available,Not Available,107,0.84,Not Available,42.9,Worse than the National Rate
4288,345472,52.85,Not Available,Not Available,Not Available,93,3,1,43.88,52.13,43,93,3,3.2,Not Available,98,1.1,100,93,93,Not Available,Not Available,76,0.88,Not Available,52.51,Better than the National Rate
4289,345473,42.5,Not Available,Not Available,Not Available,78,0,1,30.91,41.84,17,78,0,0,Not Available,55,1.3,98.7,78,77,Not Available,Not Available,52,0.98,Not Available,42.14,Worse than the National Rate
4290,345474,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,20,Not Available,Not Available,19,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available
4291,345475,Not Available,Not Available,Not Available,Not Available,51,4,2,Not Available,Not Available,Not Available,51,7.5,7.8,Not Available,16,3.9,100,51,51,Not Available,Not Available,16,Not Available,Not Available,Not Available,Not Available
4292,345477,37.94,Not Available,Not Available,Not Available,74,1,1,26.09,37.46,12,74,1.4,1.4,Not Available,46,1.4,100,74,74,Not Available,Not Available,51,1.09,Not Available,37.69,Worse than the National Rate
4293,345478,31.14,Not Available,Not Available,Not Available,174,6,2,20.37,30.78,33,174,3.2,3.5,Not Available,162,1.1,100,172,174,Not Available,Not Available,111,1.24,Not Available,30.97,Worse than the National Rate
4294,345479,60.28,Not Available,Not Available,Not Available,205,4,0,71.33,59.48,107,205,2.8,2,Not Available,150,0,85.4,205,175,Not Available,Not Available,148,0.62,Not Available,59.89,Better than the National Rate
4295,345481,49.43,Not Available,Not Available,Not Available,87,2,1,34.44,48.7,31,87,2.1,2.3,Not Available,90,1.1,98.9,87,86,Not Available,Not Available,80,0.96,Not Available,49.07,Better than the National Rate
4296,345482,83.93,Not Available,Not Available,Not Available,64,2,1,69.23,82.51,36,64,3.2,3.1,Not Available,52,1.6,100,64,64,Not Available,Not Available,50,1.03,Not Available,83.2,Better than the National Rate
4297,345483,57.06,Not Available,Not Available,Not Available,224,0,4,60.39,56.32,125,224,0,0,Not Available,207,1.8,98.7,224,221,Not Available,Not Available,206,0.91,Not Available,56.69,Better than the National Rate
4298,345484,68.48,Not Available,Not Available,Not Available,129,0,0,84.35,67.5,97,129,0,0,Not Available,115,0,100,129,129,Not Available,Not Available,111,0.49,Not Available,68.02,Better than the National Rate
4299,345487,50.66,Not Available,Not Available,Not Available,110,0,0,42.86,49.91,33,110,0,0,Not Available,77,0,100,110,110,Not Available,Not Available,75,1.1,Not Available,50.29,Better than the National Rate
4300,105479,52.31,Not Available,Not Available,Not Available,232,4,1,44.81,51.63,82,232,1.6,1.7,Not Available,183,0.4,95.3,232,221,Not Available,Not Available,168,1.08,Not Available,51.96,Better than the National Rate
4301,105480,40.05,Not Available,Not Available,Not Available,104,1,0,26.47,39.42,9,104,0.8,1,Not Available,34,0,100,104,104,Not Available,Not Available,37,1.24,Not Available,39.7,Worse than the National Rate
4302,105481,52.12,Not Available,Not Available,Not Available,268,0,3,46,51.46,69,268,0,0,Not Available,150,1.1,100,268,268,Not Available,Not Available,161,1.27,Not Available,51.78,Better than the National Rate
4303,105482,50.55,Not Available,Not Available,Not Available,160,3,1,40.51,49.84,32,160,2,1.9,Not Available,79,0.6,100,160,160,Not Available,Not Available,77,0.88,Not Available,50.23,Better than the National Rate
4304,105484,46.96,Not Available,Not Available,Not Available,282,2,1,37.8,46.34,79,282,0.8,0.7,Not Available,209,0.4,99.3,282,280,Not Available,Not Available,175,1.22,Not Available,46.66,Worse than the National Rate
4305,105485,52.5,Not Available,Not Available,Not Available,325,2,0,42.13,51.85,75,325,0.6,0.6,Not Available,178,0,92.3,323,300,Not Available,Not Available,177,0.95,Not Available,52.19,Better than the National Rate
4306,105486,36.37,Not Available,Not Available,Not Available,74,1,0,20.45,35.84,9,74,1.4,1.4,Not Available,44,0,98.6,74,73,Not Available,Not Available,47,1.08,Not Available,36.1,Worse than the National Rate
4307,105487,54.14,Not Available,Not Available,Not Available,301,6,1,48.34,53.44,102,301,2.3,2,Not Available,211,0.3,98.7,301,297,Not Available,Not Available,181,1.2,Not Available,53.79,Better than the National Rate
4308,105488,59.26,Not Available,Not Available,Not Available,162,0,4,44,58.45,55,162,0,0,Not Available,125,2.5,100,162,162,Not Available,Not Available,106,0.95,Not Available,58.84,Better than the National Rate
4309,105489,65.72,Not Available,Not Available,Not Available,170,2,1,65.15,64.75,86,171,1.4,1.2,Not Available,132,0.6,97.1,171,166,Not Available,Not Available,123,1.08,Not Available,65.23,Better than the National Rate
4310,105491,37.75,Not Available,Not Available,Not Available,261,1,1,26.72,37.25,35,262,0.4,0.4,Not Available,131,0.4,98.9,262,259,Not Available,Not Available,113,0.94,Not Available,37.5,Worse than the National Rate
4311,105492,46.02,Not Available,Not Available,Not Available,192,1,0,34.69,45.43,34,192,0.5,0.5,Not Available,98,0,100,192,192,Not Available,Not Available,116,1.07,Not Available,45.72,Worse than the National Rate
4312,105494,65.78,Not Available,Not Available,Not Available,149,2,0,51.11,64.83,46,149,1.2,1.3,Not Available,90,0,97.3,149,145,Not Available,Not Available,83,1.11,Not Available,65.32,Better than the National Rate
4313,105495,39.43,Not Available,Not Available,Not Available,237,8,1,28.57,38.87,28,237,3.1,3.4,Not Available,98,0.4,100,237,237,Not Available,Not Available,95,1.24,Not Available,39.16,Worse than the National Rate
4314,105496,55.37,Not Available,Not Available,Not Available,251,2,7,49.61,54.63,64,251,0.7,0.8,Not Available,129,2.8,98.8,251,248,Not Available,Not Available,140,1.23,Not Available,54.99,Better than the National Rate
4315,105497,63.46,Not Available,Not Available,Not Available,207,4,0,68.28,62.61,99,207,2.4,1.9,Not Available,145,0,99,207,205,Not Available,Not Available,141,0.91,Not Available,63.05,Better than the National Rate
4316,105498,49.76,Not Available,Not Available,Not Available,289,0,0,35.35,49.06,76,289,0,0,Not Available,215,0,100,289,289,Not Available,Not Available,209,1.42,Not Available,49.41,Better than the National Rate
4317,105499,57.96,Not Available,Not Available,Not Available,584,2,3,53.65,57.22,213,584,0.3,0.3,Not Available,397,0.5,98.1,584,573,Not Available,Not Available,403,1.13,Not Available,57.59,Better than the National Rate
4318,345489,43.81,Not Available,Not Available,Not Available,75,5,0,30.77,43.17,12,75,5.6,6.7,Not Available,39,0,100,75,75,Not Available,Not Available,39,1.19,Not Available,43.51,Worse than the National Rate
4319,345490,57.69,Not Available,Not Available,Not Available,147,2,0,47.37,56.91,54,147,1.6,1.4,Not Available,114,0,100,147,147,Not Available,Not Available,108,0.97,Not Available,57.32,Better than the National Rate
4320,345491,58.5,Not Available,Not Available,Not Available,60,3,1,54.55,57.71,24,60,6,5,Not Available,44,1.7,96.7,60,58,Not Available,Not Available,46,0.77,Not Available,58.1,Better than the National Rate
4321,345492,28.86,Not Available,Not Available,Not Available,120,3,2,15.25,28.48,9,121,2.4,2.5,Not Available,59,1.7,97.5,120,118,Not Available,Not Available,55,1.05,Not Available,28.67,Worse than the National Rate
4322,345493,63.7,Not Available,Not Available,Not Available,435,6,4,59.47,62.88,201,435,1.3,1.4,Not Available,338,0.9,87.6,435,381,Not Available,Not Available,320,0.81,Not Available,63.29,Better than the National Rate
4323,345494,52.79,Not Available,Not Available,Not Available,125,0,0,42.86,52.11,60,125,0,0,Not Available,140,0,96,125,120,Not Available,Not Available,126,0.85,Not Available,52.45,Better than the National Rate
4324,345495,Not Available,Not Available,Not Available,Not Available,22,0,0,Not Available,Not Available,Not Available,22,0,0,Not Available,22,0,95.5,22,21,Not Available,Not Available,22,0.63,Not Available,Not Available,Not Available
4325,345496,56.73,Not Available,Not Available,Not Available,113,2,0,53.01,56.02,44,113,1.7,1.8,Not Available,83,0,98.2,113,111,Not Available,Not Available,90,0.77,Not Available,56.38,Better than the National Rate
4326,345499,51.15,Not Available,Not Available,Not Available,115,3,0,43.01,50.48,40,115,2.7,2.6,Not Available,93,0,98.3,115,113,Not Available,Not Available,97,1.01,Not Available,50.81,Better than the National Rate
4327,345500,Not Available,Not Available,Not Available,Not Available,18,Not Available,Not Available,Not Available,Not Available,Not Available,18,Not Available,Not Available,Not Available,14,Not Available,Not Available,18,Not Available,Not Available,Not Available,12,Not Available,Not Available,Not Available,Not Available
4328,345501,64.53,Not Available,Not Available,Not Available,162,5,1,58.62,63.7,85,162,3.6,3.1,Not Available,145,0.6,100,162,162,Not Available,Not Available,137,0.9,Not Available,64.09,Better than the National Rate
